activity_comment,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4172499,nM,2910.0,uM,2.91
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4172499,nM,11040.0,uM,11.04
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Br)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4171676,nM,2070.0,uM,2.07
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Br)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4171676,nM,6010.0,uM,6.01
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(F)(F)F)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4163800,nM,10940.0,uM,10.94
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(F)(F)F)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4163800,nM,8780.0,uM,8.78
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(OC)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4168334,nM,40000.0,uM,40.0
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(OC)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4168334,nM,40000.0,uM,40.0
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccccc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4160423,nM,9870.0,uM,9.87
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccccc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4160423,nM,19920.0,uM,19.92
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2Cl)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4164904,nM,3910.0,uM,3.91
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2Cl)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4164904,nM,19360.0,uM,19.36
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cc(F)cc(F)c2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4175520,nM,2220.0,uM,2.22
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cc(F)cc(F)c2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4175520,nM,10420.0,uM,10.42
,CCC(CC)O[C@@H]1C=C(C(=O)NCCc2ccccc2F)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4161485,nM,3170.0,uM,3.17
,CCC(CC)O[C@@H]1C=C(C(=O)NCCc2ccccc2F)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4161485,nM,5120.0,uM,5.12
,CCC(CC)O[C@@H]1C=C(C(=O)NCCc2cccc(F)c2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4172077,nM,15180.0,uM,15.18
,CCC(CC)O[C@@H]1C=C(C(=O)NCCc2cccc(F)c2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4172077,nM,32520.0,uM,32.52
,CCC(CC)O[C@@H]1C=C(C(=O)N(C)CCc2cccc(F)c2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4176592,nM,2650.0,uM,2.65
,CCC(CC)O[C@@H]1C=C(C(=O)N(C)CCc2cccc(F)c2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4176592,nM,2510.0,uM,2.51
,CCC(CC)O[C@@H]1C=C(C(=O)Nc2ccc(F)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4168725,nM,11660.0,uM,11.66
,CCC(CC)O[C@@H]1C=C(C(=O)Nc2ccc(F)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4168725,nM,16270.0,uM,16.27
,CCC(CC)O[C@@H]1C=C(C(=O)Nc2ccc(N3CCOCC3=O)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4161462,nM,1460.0,uM,1.46
,CCC(CC)O[C@@H]1C=C(C(=O)Nc2ccc(N3CCOCC3=O)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4161462,nM,2270.0,uM,2.27
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3ccccc3)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4169387,nM,960.0,uM,0.96
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3ccccc3)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4169387,nM,990.0,uM,0.99
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3ccccc3)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4169387,nM,277030.0,uM,277.03
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3ccsc3)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4164880,nM,29770.0,uM,29.77
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3ccsc3)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4164880,nM,40000.0,uM,40.0
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3cccs3)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4172779,nM,7750.0,uM,7.75
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3cccs3)cc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4172779,nM,10940.0,uM,10.94
,CCC(CC)O[C@@H]1C=C(C(=O)NCCN2CCOCC2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4168313,nM,4240.0,uM,4.24
,CCC(CC)O[C@@H]1C=C(C(=O)NCCN2CCOCC2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4168313,nM,12130.0,uM,12.13
,C=CCNC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL4176157,nM,5030.0,uM,5.03
,C=CCNC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL4176157,nM,410.0,uM,0.41
,C=CCNC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL4176157,nM,400000.0,uM,400.0
,CCC(CC)O[C@@H]1C=C(C(=O)NC(C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4171650,nM,135.0,uM,0.135
,CCC(CC)O[C@@H]1C=C(C(=O)NC(C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4171650,nM,248.0,uM,0.248
,CCC(CC)O[C@@H]1C=C(C(=O)NC(C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4171650,nM,70880.0,uM,70.88
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4161045,nM,88.3,uM,0.0883
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4161045,nM,96.7,uM,0.0967
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4161045,nM,37830.0,uM,37.83
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4175097,nM,342.0,uM,0.342
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4175097,nM,304.0,uM,0.304
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4175097,nM,80090.0,uM,80.09
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4164459,nM,1348.0,uM,1.348
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4164459,nM,1066.0,uM,1.066
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4163284,nM,2198.0,uM,2.198
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4163284,nM,1280.0,uM,1.28
,CCC(CC)O[C@@H]1C=C(C(=O)NCC(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4173998,nM,2530.0,uM,2.53
,CCC(CC)O[C@@H]1C=C(C(=O)NCC(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4173998,nM,2160.0,uM,2.16
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,23.0,uM,0.023
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,14.5,uM,0.0145
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,5050.0,uM,5.05
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,4.09,nM,4.09
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,0.55,nM,0.55
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,2.31,nM,2.31
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,18.61,nM,18.61
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,48.38,nM,48.38
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,17.31,nM,17.31
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,66.72,nM,66.72
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,29.82,nM,29.82
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,697.77,nM,697.77
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,59.34,nM,59.34
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,297.0,nM,297.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,21.27,nM,21.27
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,4.45,nM,4.45
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,4.32,nM,4.32
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,4.11,nM,4.11
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,1.05,nM,1.05
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,1.81,nM,1.81
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,17.15,nM,17.15
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,62.59,nM,62.59
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,10.91,nM,10.91
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,31.12,nM,31.12
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,5.65,nM,5.65
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,473.73,nM,473.73
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,327.23,nM,327.23
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,869.3,nM,869.3
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,353.5,nM,353.5
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,7.14,nM,7.14
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,6.82,nM,6.82
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,120.93,nM,120.93
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,33.72,nM,33.72
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,14.31,nM,14.31
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,165.9,nM,165.9
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,557.77,nM,557.77
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,581.03,nM,581.03
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,599.17,nM,599.17
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,454.67,nM,454.67
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,275.3,nM,275.3
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,38.11,nM,38.11
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,266.97,nM,266.97
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,9.79,nM,9.79
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,33.56,nM,33.56
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,9.81,nM,9.81
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,8.89,nM,8.89
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,0.49,nM,0.49
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,4.5,nM,4.5
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,16.64,nM,16.64
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,127.63,nM,127.63
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,31.73,nM,31.73
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,138.23,nM,138.23
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,62.84,nM,62.84
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,1558.33,nM,1558.33
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,192.6,nM,192.6
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,2923.67,nM,2923.67
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,389.1,nM,389.1
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,5.4,nM,5.4
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,13.01,nM,13.01
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,33.85,nM,33.85
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,1.26,nM,1.26
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,10.85,nM,10.85
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,73.82,nM,73.82
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,363.57,nM,363.57
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,181.17,nM,181.17
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,539.03,nM,539.03
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,224.87,nM,224.87
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,24803.33,nM,24803.33
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,1038.8,nM,1038.8
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,1322.0,nM,1322.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,6870.0,nM,6870.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,15.72,nM,15.72
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,22.8,nM,22.8
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,9.53,nM,9.53
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,5.34,nM,5.34
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,4.06,nM,4.06
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,57.46,nM,57.46
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,288.37,nM,288.37
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,216.53,nM,216.53
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,368.7,nM,368.7
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,29.0,nM,29.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,817.37,nM,817.37
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,43.89,nM,43.89
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,360.7,nM,360.7
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,17.87,nM,17.87
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,7.77,nM,7.77
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,7.39,nM,7.39
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,5.74,nM,5.74
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,0.35,nM,0.35
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,2.13,nM,2.13
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,20.74,nM,20.74
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,74.18,nM,74.18
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,13.66,nM,13.66
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,27.39,nM,27.39
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,2.29,nM,2.29
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,559.63,nM,559.63
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,504.1,nM,504.1
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,592.8,nM,592.8
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,163.57,nM,163.57
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,4.17,nM,4.17
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,9.15,nM,9.15
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,8.41,nM,8.41
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,1.79,nM,1.79
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,6.51,nM,6.51
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,40.46,nM,40.46
