molecule_chembl_id,canonical_smiles,bioactivity_threshold,standard_value,pref_name
CHEMBL2041290,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1,inactive,1000000.0,Neuraminidase
CHEMBL2041291,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccc(C(F)(F)F)cc1,inactive,893600.0,Neuraminidase
CHEMBL2041292,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1cccc(C(F)(F)F)c1,inactive,1000000.0,Neuraminidase
CHEMBL2041293,COc1cccc(NC(=S)N[C@H]2C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]2NC(C)=O)c1,inactive,1000000.0,Neuraminidase
CHEMBL2041294,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1F,inactive,57100.0,Neuraminidase
CHEMBL2041295,COc1ccccc1NC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,inactive,89600.0,Neuraminidase
CHEMBL2041296,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1Br,inactive,1000000.0,Neuraminidase
CHEMBL2041297,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1cccc2ccccc12,inactive,674400.0,Neuraminidase
CHEMBL2041298,CCNC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,inactive,611600.0,Neuraminidase
CHEMBL2041299,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)NCCCl,inactive,100000.0,Neuraminidase
CHEMBL2041300,CCCCNC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,inactive,64500.0,Neuraminidase
CHEMBL2041301,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)NC1CC1,inactive,549900.0,Neuraminidase
CHEMBL2041302,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCC(=O)O,inactive,529700.0,Neuraminidase
CHEMBL2041303,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](C)C(=O)O,inactive,663000.0,Neuraminidase
CHEMBL2041304,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](C(=O)O)C(C)C,inactive,54350.0,Neuraminidase
CHEMBL2041305,CSCC[C@H](NC(=O)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O)C(=O)O,inactive,413200.0,Neuraminidase
CHEMBL2041306,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](Cc1ccccc1)C(=O)O,inactive,628800.0,Neuraminidase
CHEMBL2041476,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N1CCC[C@H]1C(=O)O,inactive,573700.0,Neuraminidase
CHEMBL2041477,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](C(=O)O)[C@@H](C)O,inactive,487800.0,Neuraminidase
CHEMBL2041478,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](CC(N)=O)C(=O)O,active,580.0,Neuraminidase
CHEMBL2040857,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](CC(N)=O)C(=O)O,inactive,22300.0,Neuraminidase
CHEMBL2041479,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](CCC(N)=O)C(=O)O,inactive,58100.0,Neuraminidase
CHEMBL2041480,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCC(=O)NCC(=O)O,inactive,68500.0,Neuraminidase
CHEMBL2041481,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](C)C(=O)NCC(=O)O,inactive,101300.0,Neuraminidase
CHEMBL2041482,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCOCC1,inactive,566800.0,Neuraminidase
CHEMBL2041483,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCCC(C(=O)O)C1,inactive,495600.0,Neuraminidase
CHEMBL2041484,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCC2(CC1)OCCO2,inactive,510900.0,Neuraminidase
CHEMBL2041485,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCN(c2ccccc2)CC1,inactive,836300.0,Neuraminidase
CHEMBL2041486,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCN(c2cccc(C(F)(F)F)c2)CC1,inactive,271300.0,Neuraminidase
CHEMBL2049003,CC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,inactive,4000000.0,Neuraminidase
CHEMBL2049004,CCC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,active,200.0,Neuraminidase
CHEMBL2049005,CCC(CC)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,active,500.0,Neuraminidase
CHEMBL2049006,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COc2ccccc2)c1,inactive,40000.0,Neuraminidase
CHEMBL2049007,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COCc2ccccc2)c1,inactive,200000.0,Neuraminidase
CHEMBL2049009,CCC(=Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO)CC,intermediate,2400.0,Neuraminidase
CHEMBL2049010,CC(C)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,inactive,70000.0,Neuraminidase
CHEMBL2049011,CCC(CC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,intermediate,1600.0,Neuraminidase
CHEMBL2049008,CCCC(CCC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,active,500.0,Neuraminidase
CHEMBL2206932,CCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,active,131.7,Neuraminidase
CHEMBL2206458,CCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,active,5.9,Neuraminidase
CHEMBL2206456,CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](N)[C@H]1NC(C)=O,active,1.8,Neuraminidase
CHEMBL2206459,CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,0.3,Neuraminidase
CHEMBL2296412,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O.Cl,inactive,113000.0,Neuraminidase
CHEMBL2296433,CC(C)C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,inactive,135000.0,Neuraminidase
CHEMBL2296432,CC(C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,inactive,114000.0,Neuraminidase
CHEMBL2296431,CC[C@H](C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,active,12.0,Neuraminidase
CHEMBL2296430,C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O.Cl,inactive,113000.0,Neuraminidase
CHEMBL2296429,Cl.O=C(/C=C/c1ccco1)Nc1ccc(O)c(NC(=O)[C@@H]2CCCN2)c1,inactive,57800.0,Neuraminidase
CHEMBL2296428,Cl.O=C(/C=C/c1ccco1)Nc1ccc(O)c(NC(=O)[C@@H]2C[C@@H](O)CN2)c1,inactive,109000.0,Neuraminidase
CHEMBL2296427,Cl.NCCC(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,inactive,108000.0,Neuraminidase
CHEMBL2296426,CC(C)C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,inactive,148000.0,Neuraminidase
CHEMBL2296425,C[C@@H](O)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,inactive,187000.0,Neuraminidase
CHEMBL2296424,Cl.NCC(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,inactive,139000.0,Neuraminidase
CHEMBL2296423,C[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,inactive,110000.0,Neuraminidase
CHEMBL2296422,Cl.N[C@@H](CO)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,inactive,143000.0,Neuraminidase
CHEMBL2295843,CC[C@H](C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,inactive,103000.0,Neuraminidase
CHEMBL2296421,CSCC[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,inactive,121000.0,Neuraminidase
CHEMBL2296420,CC(C)[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O.Cl,inactive,175000.0,Neuraminidase
CHEMBL2296419,Cl.N[C@@H](Cc1ccccc1)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,inactive,130000.0,Neuraminidase
CHEMBL2296418,Cl.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,inactive,189000.0,Neuraminidase
CHEMBL2296417,Cl.NCCCC[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,inactive,225000.0,Neuraminidase
CHEMBL2296416,Cl.NCCCC(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O,inactive,132000.0,Neuraminidase
CHEMBL2296415,Cl.N=C(NCCC[C@H](N)C(=O)Nc1cc(NC(=O)/C=C/c2ccco2)ccc1O)N[N+](=O)[O-],inactive,192000.0,Neuraminidase
CHEMBL2315596,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCc2ccc(C)cc2)=C[C@@H]1NC(=N)N,active,260.0,Neuraminidase
CHEMBL2315324,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCc2ccccc2F)=C[C@@H]1NC(=N)N,active,240.0,Neuraminidase
CHEMBL2315323,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCc2cccc(F)c2)=C[C@@H]1NC(=N)N,active,90.0,Neuraminidase
CHEMBL2315322,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCCC(=O)O)=C[C@@H]1NC(=N)N,active,360.0,Neuraminidase
CHEMBL2315321,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@@H](C)C(=O)O)=C[C@@H]1NC(=N)N,active,100.0,Neuraminidase
CHEMBL2315320,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@H](C(=O)O)C(C)C)=C[C@@H]1NC(=N)N,intermediate,2140.0,Neuraminidase
CHEMBL2315319,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@@H](CC(C)C)C(=O)O)=C[C@@H]1NC(=N)N,intermediate,5110.0,Neuraminidase
CHEMBL2315318,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@@H](CCC(=O)O)C(=O)O)=C[C@@H]1NC(=N)N,active,450.0,Neuraminidase
CHEMBL2315317,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N2CCC(C(=O)O)CC2)=C[C@@H]1N,intermediate,6330.0,Neuraminidase
CHEMBL2315609,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCC(=O)O)=C[C@@H]1N,inactive,13890.0,Neuraminidase
CHEMBL2315608,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N2CCC[C@@H](C(=O)O)C2)=C[C@@H]1N,inactive,103410.0,Neuraminidase
CHEMBL2315607,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@@H](CC(C)C)C(=O)O)=C[C@@H]1N,inactive,159420.0,Neuraminidase
CHEMBL2315606,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@H](C(=O)O)C(C)C)=C[C@@H]1N,intermediate,2250.0,Neuraminidase
CHEMBL2315605,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)NCc2ccccc2)=C[C@@H]1O,inactive,142640.0,Neuraminidase
CHEMBL2315604,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N2CCOCC2)=C[C@@H]1O,inactive,98950.0,Neuraminidase
CHEMBL2315603,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@H](C(=O)O)c2ccccc2)=C[C@@H]1O,inactive,60490.0,Neuraminidase
CHEMBL2315602,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@H](C(=O)O)C(C)C)=C[C@@H]1O,inactive,1000000.0,Neuraminidase
CHEMBL2315601,CC[C@H](C)[C@H](NC(=O)C1=C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1)C(=O)O,inactive,1000000.0,Neuraminidase
CHEMBL2315600,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@@H](CC(C)C)C(=O)O)=C[C@@H]1O,inactive,1000000.0,Neuraminidase
CHEMBL2315599,COc1ccc(CNC(=O)C2=C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)cc1,inactive,1000000.0,Neuraminidase
CHEMBL2392125,CCC(CC)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,intermediate,8500.0,Neuraminidase
CHEMBL2392124,CC(C)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,inactive,11600.0,Neuraminidase
CHEMBL2392123,O=C(O)COc1ccc(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1NC(=O)C1CC1,inactive,13800.0,Neuraminidase
CHEMBL2392122,CC(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,inactive,12200.0,Neuraminidase
CHEMBL2392260,CCC(CC)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O,inactive,22800.0,Neuraminidase
CHEMBL2392259,CC(C)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O,inactive,19000.0,Neuraminidase
CHEMBL2392258,O=C(/C=C/c1ccc(O)c(O)c1)Nc1ccc(O)c(NC(=O)C2CC2)c1,inactive,18200.0,Neuraminidase
CHEMBL2392257,CCC(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O,inactive,17600.0,Neuraminidase
CHEMBL2392256,CC(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O,inactive,17700.0,Neuraminidase
CHEMBL2392250,O=C(/C=C/c1ccc(O)c(O)c1)NCCC[C@H](NC(=O)Cc1ccccc1)C(=O)O,inactive,30200.0,Neuraminidase
CHEMBL2392135,O=C(/C=C/c1ccc(O)c(O)c1)NCCC[C@H](NC(=O)c1ccccc1)C(=O)O,inactive,34300.0,Neuraminidase
CHEMBL2392134,CCC(CC)C(=O)N[C@@H](CCCNC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,inactive,39200.0,Neuraminidase
CHEMBL2392133,CC(C)C(=O)N[C@@H](CCCNC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,inactive,31900.0,Neuraminidase
CHEMBL2392132,CC(C)(C)OC(=O)N[C@@H](CCCNC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,inactive,34700.0,Neuraminidase
CHEMBL2392131,CCC(=O)N[C@@H](CCCNC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,inactive,31300.0,Neuraminidase
CHEMBL2392130,O=C(O)CCCNC(=O)/C=C/c1ccc(O)c(O)c1,inactive,27700.0,Neuraminidase
CHEMBL2392129,O=C(O)CCNC(=O)/C=C/c1ccc(O)c(O)c1,inactive,27300.0,Neuraminidase
CHEMBL2392128,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,inactive,30100.0,Neuraminidase
CHEMBL2392127,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccccc1)C(=O)O,inactive,37400.0,Neuraminidase
CHEMBL2392126,CC(C)[C@H](NC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,inactive,38300.0,Neuraminidase
CHEMBL243178,O=C(O)CNC(=O)/C=C/c1ccc(O)c(O)c1,inactive,49500.0,Neuraminidase
CHEMBL1083516,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)c(O)c1,inactive,64100.0,Neuraminidase
CHEMBL319488,O=C(/C=C/c1ccc(O)c(O)c1)CC(=O)/C=C/c1ccc(O)c(O)c1,inactive,63800.0,Neuraminidase
CHEMBL253777,COc1cc(O)ccc1C(=O)/C=C/c1ccc(O)cc1,inactive,24300.0,Neuraminidase
CHEMBL3092333,CCC(CC)C(=O)Nc1cc(NC(=O)C(C)C)c(NC(=O)CCc2ccc(O)c(O)c2)cc1OCC(=O)O,inactive,38200.0,Neuraminidase
CHEMBL3092332,CCC(CC)C(=O)Nc1cc(NC(C)=O)c(NC(=O)CCc2ccc(O)c(O)c2)cc1OCC(=O)O,inactive,42700.0,Neuraminidase
CHEMBL3092331,CCC(CC)C(=O)Nc1cc(NC(=O)[C@H](Cc2ccccc2)NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,inactive,16200.0,Neuraminidase
CHEMBL3091472,CCC(CC)C(=O)Nc1cc(NC(=O)[C@H](CC(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,inactive,14000.0,Neuraminidase
CHEMBL3092330,CCC(CC)C(=O)Nc1cc(NC(=O)[C@@H](NC(=O)/C=C/c2ccc(O)c(O)c2)C(C)C)ccc1OCC(=O)O,inactive,16600.0,Neuraminidase
CHEMBL3092329,CCC(CC)C(=O)Nc1cc(NC(=O)[C@H](C)NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,inactive,16100.0,Neuraminidase
CHEMBL3092328,CCC(CC)C(=O)Nc1cc(NC(=O)CNC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,inactive,17600.0,Neuraminidase
CHEMBL3092327,CCC(CC)C(=O)Nc1cc(N(Cc2ccccc2)C(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,inactive,11400.0,Neuraminidase
CHEMBL3092326,CCC(CC)C(=O)Nc1cc(N(Cc2cccs2)C(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,inactive,16400.0,Neuraminidase
CHEMBL3092168,CCC(CC)CN(C(=O)/C=C/c1ccc(O)c(O)c1)c1ccc(OCC(=O)O)c(NC(=O)C(CC)CC)c1,inactive,11300.0,Neuraminidase
CHEMBL3092167,CCC(CC)C(=O)Nc1cc(NC(=O)C(C)C)c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1OCC(=O)O,inactive,14200.0,Neuraminidase
CHEMBL3092166,CCC(CC)C(=O)Nc1cc(NC(C)=O)c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1OCC(=O)O,inactive,10700.0,Neuraminidase
CHEMBL3092163,CCC(CC)C(=O)Nc1cc(NC(=O)NCc2ccccc2)ccc1OCC(=O)O,inactive,55600.0,Neuraminidase
CHEMBL3092334,CCC(CC)C(=O)Nc1cc(NC(C)=O)c(NC(=N)N)cc1OCC(=O)O,inactive,75800.0,Neuraminidase
CHEMBL3092335,CCC(CC)C(=O)Nc1cc(NC(=O)C(C)C)c(N)cc1OCC(=O)O,inactive,61200.0,Neuraminidase
CHEMBL3092336,CCC(CC)C(=O)Nc1cc(NC(C)=O)c(N)cc1OCC(=O)O,inactive,58500.0,Neuraminidase
CHEMBL3092341,CCC(CC)C(=O)Nc1cc(NS(=O)(=O)c2ccc(C)cc2)ccc1OCC(=O)O,inactive,86700.0,Neuraminidase
CHEMBL3092165,CCC(CC)C(=O)Nc1cc(NC(=O)N[C@H](CC)CO)ccc1OCC(=O)O,inactive,100000.0,Neuraminidase
CHEMBL3092164,C#CCNC(=O)Nc1ccc(OCC(=O)O)c(NC(=O)C(CC)CC)c1,inactive,89800.0,Neuraminidase
CHEMBL3092162,CCC(CC)C(=O)Nc1cc(NC(=O)C(C)C)c(NC(=N)N)cc1OCC(=O)O,inactive,83200.0,Neuraminidase
CHEMBL3092337,CCC(CC)C(=O)Nc1cc(NC(=N)N)ccc1OCC(=O)O,inactive,100000.0,Neuraminidase
CHEMBL3092338,CCC(CC)C(=O)Nc1cc(N)ccc1OCC(=O)O,inactive,100000.0,Neuraminidase
CHEMBL3092339,CCC(CC)C(=O)Nc1cc(NC(=O)c2ccco2)ccc1OCC(=O)O,inactive,100000.0,Neuraminidase
CHEMBL3092340,CCC(CC)C(=O)Nc1ccc(OCC(=O)O)c(NC(=O)C(CC)CC)c1,inactive,100000.0,Neuraminidase
CHEMBL3104604,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCOCCOCCSC2(C(=O)O)C[C@H](NC(N)=O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,active,900.0,Neuraminidase
CHEMBL3104603,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCOCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,intermediate,1200.0,Neuraminidase
CHEMBL3104602,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,intermediate,2400.0,Neuraminidase
CHEMBL3104601,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCCCCCCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,active,800.0,Neuraminidase
CHEMBL3104600,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,active,260.0,Neuraminidase
CHEMBL3104599,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCS)(C(=O)O)C[C@@H]1NC(=N)N,active,800.0,Neuraminidase
CHEMBL3104598,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCOCCOCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N,inactive,45000.0,Neuraminidase
CHEMBL3104597,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCOCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N,inactive,36000.0,Neuraminidase
CHEMBL3104596,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N,intermediate,9800.0,Neuraminidase
CHEMBL3104595,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCCCCCCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N,inactive,11000.0,Neuraminidase
CHEMBL3104594,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N,intermediate,9900.0,Neuraminidase
CHEMBL3104593,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCS)(C(=O)O)C[C@@H]1N,inactive,56000.0,Neuraminidase
CHEMBL3120197,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(C)=N)[C@H]1NC(C)=O,active,14.5,Neuraminidase
CHEMBL3125437,CC(C)=CCc1cc(-c2cc(=O)c3cc(CC=C(C)C)c(O)cc3o2)ccc1O,intermediate,9180.0,Neuraminidase
CHEMBL464582,CC1(C)C=Cc2c(ccc([C@@H]3COc4c(ccc5c4C=CC(C)(C)O5)C3)c2O)O1,intermediate,2850.0,Neuraminidase
CHEMBL600457,CC1(C)C=Cc2c(ccc(-c3coc4cc(O)ccc4c3=O)c2O)O1,intermediate,5340.0,Neuraminidase
CHEMBL462721,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)c(CC=C(C)C)c3O2)ccc1O,intermediate,3060.0,Neuraminidase
CHEMBL3125436,CC1(C)C=Cc2c(ccc3c2OCC(O)C3)O1,inactive,12400.0,Neuraminidase
CHEMBL469654,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,intermediate,4530.0,Neuraminidase
CHEMBL252642,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,intermediate,8330.0,Neuraminidase
