molecule_chembl_id,canonical_smiles,bioactivity_threshold,standard_value,pref_name,PIC50
CHEMBL81790,CCCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O,intermediate,3000.0,Neuraminidase,5.522878745280337
CHEMBL4126669,COc1cccc(S(=O)(=O)NCC(O)/C=C/c2ccccc2)c1,intermediate,7200.0,Neuraminidase,5.142667503568732
CHEMBL3415947,C1=C[C@H]2[C@H]3[C@H]4[C@@H]1[C@@H]1[C@H]2[C@@H]2[C@H]3[C@@H]3CNC[C@@H]3[C@H]4[C@H]12,intermediate,2600.0,Matrix protein 2,5.585026652029182
CHEMBL311205,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O,intermediate,2000.0,Neuraminidase,5.698970004336019
CHEMBL3415948,C1C[C@H]2[C@H]3[C@H]4[C@@H]1[C@@H]1[C@H]2[C@@H]2[C@H]3[C@@H]3CNC[C@@H]3[C@H]4[C@H]12,intermediate,2100.0,Matrix protein 2,5.6777807052660805
CHEMBL4128745,Cc1ccc(S(=O)(=O)NCC(O)/C=C/c2ccccc2)cc1,intermediate,7600.0,Neuraminidase,5.119186407719209
CHEMBL4128599,O=S(=O)(NCC(O)/C=C/c1ccccc1)c1ccc(Br)cc1,intermediate,9400.0,Neuraminidase,5.026872146400302
CHEMBL4129964,O=S(=O)(NCC(O)/C=C/c1ccccc1)c1ccc(Cl)cc1,intermediate,9200.0,Neuraminidase,5.036212172654444
CHEMBL4129816,O=S(=O)(NCC(O)/C=C/c1ccccc1)c1ccc(F)cc1,intermediate,7900.0,Neuraminidase,5.102372908709558
CHEMBL494556,COC(=O)c1ccc(NC(C)=O)cc1OC(C)C,intermediate,5320.0,Neuraminidase,5.274088367704952
CHEMBL4126538,O=S(=O)(NCC(O)/C=C/c1ccccc1)c1ccccc1,intermediate,7600.0,Neuraminidase,5.119186407719209
CHEMBL3220444,CC[C@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,9000.0,Neuraminidase,5.045757490560675
CHEMBL493212,CCOc1c(C(=O)OC)cc([N+](=O)[O-])c(NC(C)=O)c1[N+](=O)[O-],intermediate,2150.0,Neuraminidase,5.667561540084395
CHEMBL81777,C=CC[C@@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,3000.0,Neuraminidase,5.522878745280337
CHEMBL4127161,COc1ccccc1S(=O)(=O)NCC(O)/C=C/c1ccccc1,intermediate,8000.0,Neuraminidase,5.096910013008056
CHEMBL4163284,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,2198.0,Neuraminidase,5.657972311912529
CHEMBL469654,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,intermediate,4530.0,Neuraminidase,5.343901797987169
CHEMBL462721,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)c(CC=C(C)C)c3O2)ccc1O,intermediate,3060.0,Neuraminidase,5.51427857351842
CHEMBL4176157,C=CCNC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,intermediate,5030.0,Neuraminidase,5.298432014944073
CHEMBL4168313,CCC(CC)O[C@@H]1C=C(C(=O)NCCN2CCOCC2)C[C@H](N)[C@H]1NC(C)=O,intermediate,4240.0,Neuraminidase,5.372634143407267
CHEMBL4172779,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3cccs3)cc2)C[C@H](N)[C@H]1NC(C)=O,intermediate,7750.0,Neuraminidase,5.110698297493689
CHEMBL3415950,N=C(N)N1C[C@@H]2[C@H](C1)[C@@H]1[C@@H]3[C@H]4C=C[C@H]5[C@@H]3[C@H]2[C@H]2[C@@H]5[C@@H]4[C@@H]12,intermediate,6500.0,Matrix protein 2,5.187086643357144
CHEMBL4161462,CCC(CC)O[C@@H]1C=C(C(=O)Nc2ccc(N3CCOCC3=O)cc2)C[C@H](N)[C@H]1NC(C)=O,intermediate,1460.0,Neuraminidase,5.835647144215563
CHEMBL523378,CCC(C)Oc1cc(NC(C)=O)c([N+](=O)[O-])cc1C(=O)OC,intermediate,1590.0,Neuraminidase,5.798602875679548
CHEMBL4176592,CCC(CC)O[C@@H]1C=C(C(=O)N(C)CCc2cccc(F)c2)C[C@H](N)[C@H]1NC(C)=O,intermediate,2650.0,Neuraminidase,5.576754126063192
CHEMBL494608,CCC(C)Oc1cc(NC(C)=O)ccc1C(=O)OC,intermediate,2970.0,Neuraminidase,5.527243550682788
CHEMBL4161485,CCC(CC)O[C@@H]1C=C(C(=O)NCCc2ccccc2F)C[C@H](N)[C@H]1NC(C)=O,intermediate,3170.0,Neuraminidase,5.498940737782249
CHEMBL4175520,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cc(F)cc(F)c2)C[C@H](N)[C@H]1NC(C)=O,intermediate,2220.0,Neuraminidase,5.653647025549361
CHEMBL4164904,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2Cl)C[C@H](N)[C@H]1NC(C)=O,intermediate,3910.0,Neuraminidase,5.407823242604133
CHEMBL4160423,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccccc2)C[C@H](N)[C@H]1NC(C)=O,intermediate,9870.0,Neuraminidase,5.005682847330363
CHEMBL4125895,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@@H](C)O,intermediate,6420.0,Neuraminidase,5.192464971931146
CHEMBL4168099,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccccc2F)C[C@H](N)[C@H]1NC(C)=O,intermediate,6260.0,Neuraminidase,5.20342566678957
CHEMBL3220714,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1C[C@](O)(C(=O)O)C[C@@H]1NC(=N)N,intermediate,4900.0,Neuraminidase,5.309803919971486
CHEMBL3104603,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCOCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,intermediate,1200.0,Neuraminidase,5.920818753952375
CHEMBL3104602,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,intermediate,2400.0,Neuraminidase,5.619788758288394
CHEMBL3286979,CC12CC34CNCC35CC1(C)C(C)(C5)C2(C)C4.Cl,intermediate,8600.0,Matrix protein 2,5.0655015487564325
CHEMBL3286980,CC12CC34CN(C(=N)N)CC35CC1(C)C(C)(C5)C2(C)C4.Cl,intermediate,7500.0,Matrix protein 2,5.1249387366083
CHEMBL4172499,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C)cc2)C[C@H](N)[C@H]1NC(C)=O,intermediate,2910.0,Neuraminidase,5.536107011014093
CHEMBL4169163,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cccc(Cl)c2)C[C@H](N)[C@H]1NC(C)=O,intermediate,3020.0,Neuraminidase,5.519993057042849
CHEMBL3104596,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N,intermediate,9800.0,Neuraminidase,5.008773924307505
CHEMBL3104594,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCSC2(C(=O)O)C[C@H](N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1N,intermediate,9900.0,Neuraminidase,5.00436480540245
CHEMBL4172548,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cccc(F)c2)C[C@H](N)[C@H]1NC(C)=O,intermediate,5090.0,Neuraminidase,5.293282217663241
CHEMBL3305169,N=C(N)N1CC2C3CCC(C4CCC43)C2C1,intermediate,2100.0,Matrix protein 2,5.6777807052660805
CHEMBL3125437,CC(C)=CCc1cc(-c2cc(=O)c3cc(CC=C(C)C)c(O)cc3o2)ccc1O,intermediate,9180.0,Neuraminidase,5.037157318798758
CHEMBL464582,CC1(C)C=Cc2c(ccc([C@@H]3COc4c(ccc5c4C=CC(C)(C)O5)C3)c2O)O1,intermediate,2850.0,Neuraminidase,5.54515513999149
CHEMBL600457,CC1(C)C=Cc2c(ccc(-c3coc4cc(O)ccc4c3=O)c2O)O1,intermediate,5340.0,Neuraminidase,5.272458742971444
CHEMBL4171676,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Br)cc2)C[C@H](N)[C@H]1NC(C)=O,intermediate,2070.0,Neuraminidase,5.684029654543083
CHEMBL3415951,C1C2[C@@H]3[C@H]2[C@@H]2C1[C@H]3[C@@H]1CNC[C@@H]12,intermediate,3300.0,Matrix protein 2,5.481486060122113
CHEMBL465521,COc1cc(OC)nc(NC(=S)NC(=O)COc2ccc(Cl)cc2Cl)n1,intermediate,1890.0,Neuraminidase,5.723538195826756
CHEMBL1813526,CCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1.O=C(O)C(F)(F)F,intermediate,1952.0,Neuraminidase,5.709520186669327
CHEMBL3342478,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,intermediate,1200.0,Neuraminidase,5.920818753952375
CHEMBL3342477,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC/C=C/c2ccccc2)[C@H]1NC(C)=O,intermediate,4020.0,Neuraminidase,5.39577394691553
CHEMBL5181864,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc3sc4ccccc4c3c2)[C@H]1NC(C)=O,intermediate,6500.0,Neuraminidase,5.187086643357144
CHEMBL1767343,O=C(O)[C@@H]1CSC(c2ccccc2)N1C(=O)CCl,intermediate,7530.0,Neuraminidase,5.123205023799299
CHEMBL1767344,O=C(O)[C@@H]1CSC(c2ccccc2O)N1C(=O)CCl,intermediate,5840.0,Neuraminidase,5.2335871528876
CHEMBL3342476,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2F)[C@H]1NC(C)=O,intermediate,2720.0,Neuraminidase,5.565431095965801
CHEMBL1767346,N#Cc1ccc(C2SC[C@@H](C(=O)O)N2C(=O)CCl)cc1,intermediate,8640.0,Neuraminidase,5.063486257521107
CHEMBL1767347,O=C(O)[C@@H]1CSC(c2ccccc2[N+](=O)[O-])N1C(=O)CCl,intermediate,7650.0,Neuraminidase,5.116338564846382
CHEMBL1767348,COc1cccc(C2SC[C@@H](C(=O)O)N2C(=O)CCl)c1O,intermediate,7920.0,Neuraminidase,5.101274818410507
CHEMBL5197711,O=C(CSc1nnc(-c2ccc(O)cc2)o1)NCCc1cccc(F)c1,intermediate,9300.0,Neuraminidase,5.031517051446065
CHEMBL1767350,O=C(O)[C@@H]1CSC(c2ccccc2)N1C(=O)Cc1ccccc1,intermediate,1210.0,Neuraminidase,5.91721462968355
CHEMBL3342475,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2Br)[C@H]1NC(C)=O,intermediate,1150.0,Neuraminidase,5.939302159646388
CHEMBL1767352,O=C(O)c1ccccc1C1SC[C@@H](C(=O)O)N1C(=O)Cc1ccccc1,intermediate,1920.0,Neuraminidase,5.716698771296451
CHEMBL4294103,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)CN)[C@H]1NC(C)=O,intermediate,2670.0,Neuraminidase,5.573488738635425
CHEMBL1767353,N#Cc1ccc(C2SC[C@@H](C(=O)O)N2C(=O)Cc2ccccc2)cc1,intermediate,2470.0,Neuraminidase,5.607303046740334
CHEMBL1767355,COc1cccc(C2SC[C@@H](C(=O)O)N2C(=O)Cc2ccccc2)c1O,intermediate,1620.0,Neuraminidase,5.790484985457369
CHEMBL1767356,O=C(O)[C@@H]1CSC(c2ccco2)N1C(=O)Cc1ccccc1,intermediate,2890.0,Neuraminidase,5.539102157243452
CHEMBL3342473,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2O)[C@H]1NC(C)=O,intermediate,5000.0,Neuraminidase,5.301029995663981
CHEMBL3342472,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2OC)[C@H]1NC(C)=O,intermediate,1640.0,Neuraminidase,5.785156151952302
CHEMBL3342471,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2)[C@H]1NC(C)=O,intermediate,2440.0,Neuraminidase,5.61261017366127
CHEMBL1767360,NCC(=O)N1C(c2ccccc2[N+](=O)[O-])SC[C@H]1C(=O)O,intermediate,1020.0,Neuraminidase,5.991399828238082
CHEMBL5422017,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(C3=CCCC3)cc2)[C@H]1NC(C)=O,intermediate,4050.0,Neuraminidase,5.392544976785332
CHEMBL4777712,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccc(OC)cc3)cc2)[C@H]1NC(C)=O,intermediate,1990.0,Neuraminidase,5.701146923590294
CHEMBL1813529,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1.O=C(O)C(F)(F)F,intermediate,5158.0,Neuraminidase,5.287518662198082
CHEMBL199481,COc1cc(OC)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,intermediate,1770.0,Neuraminidase,5.752026733638194
CHEMBL5397365,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(C3=CCCCC3)cc2)[C@H]1NC(C)=O,intermediate,4350.0,Neuraminidase,5.361510743045363
CHEMBL233077,O=C(NO)[C@@H]1C[C@@H](O)CN1C(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,intermediate,8540.0,Neuraminidase,5.068542129310995
CHEMBL5416321,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccc4c(c3)CCC4)cc2)[C@H]1NC(C)=O,intermediate,6390.0,Neuraminidase,5.1944991418416
CHEMBL1767354,O=C(O)[C@@H]1CSC(c2ccccc2[N+](=O)[O-])N1C(=O)Cc1ccccc1,intermediate,1870.0,Neuraminidase,5.728158393463501
CHEMBL4283522,C=CC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,2977.0,Neuraminidase,5.526221165353276
CHEMBL5207634,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc3c(c2)Cc2ccccc2-3)[C@H]1NC(C)=O,intermediate,4370.0,Neuraminidase,5.359518563029578
CHEMBL4754390,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Oc3ccc(F)cc3)cc2)[C@H]1NC(C)=O,intermediate,8640.0,Neuraminidase,5.063486257521107
CHEMBL3330704,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],intermediate,3920.0,Neuraminidase,5.406713932979542
CHEMBL1229,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,intermediate,1060.0,Neuraminidase,5.97469413473523
CHEMBL509947,COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccccc1O,intermediate,2550.0,Neuraminidase,5.5934598195660445
CHEMBL1271157,COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccc(O)cc1,intermediate,3310.0,Neuraminidase,5.480172006224281
CHEMBL463095,COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccccc1,intermediate,5030.0,Neuraminidase,5.298432014944073
CHEMBL3330845,[N-]=[N+]=N[C@H]1C=C(C(=O)[O-])O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(=O)C1CCC1.[Na+],intermediate,1920.0,Neuraminidase,5.716698771296451
CHEMBL3330846,CCC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],intermediate,1580.0,Neuraminidase,5.801342913045578
CHEMBL3330847,C/C=C(\C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],intermediate,7760.0,Neuraminidase,5.110138278741812
CHEMBL3330849,CC(CO)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],intermediate,9490.0,Neuraminidase,5.022733787572707
CHEMBL3342485,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,intermediate,3520.0,Neuraminidase,5.453457336521869
CHEMBL4292576,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OC)cc2)[C@H]1NC(C)=O,intermediate,3147.33,Neuraminidase,5.502057718584934
CHEMBL5411309,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@H](S(=O)(=O)O)C[C@@H]1O,intermediate,8860.0,Neuraminidase,5.052566278112949
CHEMBL3342483,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2Cl)[C@H]1NC(C)=O,intermediate,2020.0,Neuraminidase,5.694648630553377
CHEMBL4283925,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC=O)[C@H]1NC(C)=O,intermediate,1294.0,Neuraminidase,5.888065723667318
CHEMBL4749351,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(SCc3ccc(OC)cc3)cc2)[C@H]1NC(C)=O,intermediate,1610.0,Neuraminidase,5.79317412396815
CHEMBL4795204,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(SCc3ccc(F)cc3)cc2)[C@H]1NC(C)=O,intermediate,1650.0,Neuraminidase,5.782516055786093
CHEMBL4791683,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NCc3ccccc3)cc2)[C@H]1NC(C)=O,intermediate,3840.0,Neuraminidase,5.4156687756324695
CHEMBL3342482,C=CCOc1ccccc1CN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,4700.0,Neuraminidase,5.327902142064283
CHEMBL4751831,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(/C=C/c3ccccc3)cc2)[C@H]1NC(C)=O,intermediate,1090.0,Neuraminidase,5.962573502059376
CHEMBL1270233,CCC(CC)O[C@@H]1CC(C(=O)O)=C[C@H](n2cc(C3(O)CCCCC3)nn2)[C@H]1NC(C)=O,intermediate,4800.0,Neuraminidase,5.318758762624412
CHEMBL3342481,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2OCc2ccco2)[C@H]1NC(C)=O,intermediate,1530.0,Neuraminidase,5.815308569182402
CHEMBL4787258,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Oc3ccccc3C)cc2)[C@H]1NC(C)=O,intermediate,1380.0,Neuraminidase,5.860120913598763
CHEMBL4749160,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Oc3cccc(C)c3)cc2)[C@H]1NC(C)=O,intermediate,3560.0,Neuraminidase,5.448550002027125
CHEMBL414724,N[C@H]1C[C@@H](C(=O)NO)N(C(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)C1,intermediate,3570.0,Neuraminidase,5.447331783887806
CHEMBL4784274,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Oc3ccccc3OC)cc2)[C@H]1NC(C)=O,intermediate,3660.0,Neuraminidase,5.436518914605589
CHEMBL4798721,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Oc3cccc(OC)c3)cc2)[C@H]1NC(C)=O,intermediate,3240.0,Neuraminidase,5.489454989793388
CHEMBL3342479,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCc2ccccc2)[C@H]1NC(C)=O,intermediate,5000.0,Neuraminidase,5.301029995663981
CHEMBL4791223,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Oc3ccccc3F)cc2)[C@H]1NC(C)=O,intermediate,1790.0,Neuraminidase,5.747146969020107
CHEMBL4760688,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Oc3cccc(F)c3)cc2)[C@H]1NC(C)=O,intermediate,7140.0,Neuraminidase,5.146301788223826
CHEMBL515531,O=C(NC(=S)Nc1nc(Cl)cc(Cl)n1)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,intermediate,1660.0,Neuraminidase,5.779891911959945
CHEMBL4763031,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccccc3C)cc2)[C@H]1NC(C)=O,intermediate,5560.0,Neuraminidase,5.2549252084179425
CHEMBL200565,CCOc1cc(C)nc(NC(=S)NC(=O)c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)n1,intermediate,2300.0,Neuraminidase,5.638272163982407
CHEMBL369955,CC(C)(C)NC(=O)NC(=S)NC(=O)c1ccc(-c2ccccc2Cl)o1,intermediate,1420.0,Neuraminidase,5.847711655616943
CHEMBL4848760,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCC(C)C)[C@H]1NC(C)=O,intermediate,2324.0,Neuraminidase,5.633763876281707
CHEMBL202274,Cc1cc(C)nc(NC(=S)NC(=O)c2cccnc2Cl)n1,intermediate,7190.0,Neuraminidase,5.1432711096171175
CHEMBL200090,COc1cc(Cl)nc(NC(=S)NC(=O)c2cccnc2Cl)n1,intermediate,2590.0,Neuraminidase,5.586700235918748
CHEMBL3342463,CCCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,1480.0,Neuraminidase,5.8297382846050425
CHEMBL3342462,CCCCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,5000.0,Neuraminidase,5.301029995663981
CHEMBL465909,Cc1cc(C)nc(NC(=S)NC(=O)c2ccccc2)n1,intermediate,2100.0,Neuraminidase,5.6777807052660805
CHEMBL3342461,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CC(C)C)C(=N)N)[C@H]1NC(C)=O,intermediate,5000.0,Neuraminidase,5.301029995663981
CHEMBL3342460,CCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,5000.0,Neuraminidase,5.301029995663981
CHEMBL232871,CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@@H](N)C[C@H]1C(=O)O,intermediate,1560.0,Neuraminidase,5.806875401645538
CHEMBL393325,CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@@H](N)C[C@H]1C(=O)NO,intermediate,2100.0,Neuraminidase,5.6777807052660805
CHEMBL3342457,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccc(C(C)C)cc2)C(=N)N)[C@H]1NC(C)=O,intermediate,2370.0,Neuraminidase,5.6252516539898965
CHEMBL3341765,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccccc2)C(=N)N)[C@H]1NC(C)=O,intermediate,2600.0,Neuraminidase,5.585026652029182
CHEMBL232469,CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@@H](N)C[C@H]1C(=O)O,intermediate,2710.0,Neuraminidase,5.567030709125595
CHEMBL3342469,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCC(C)C)[C@H]1NC(C)=O,intermediate,5000.0,Neuraminidase,5.301029995663981
CHEMBL4551878,CCCC(=O)c1c(O)c(CC2=C(O)C(C)(C)C(O)=C(C(C)=O)C2=O)c(O)c(Cc2c(O)c(CC3=C(O)C(C)(C)C(O)=C(C(C)=O)C3=O)c(O)c(C(=O)CCC)c2O)c1O,intermediate,3600.0,Neuraminidase,5.443697499232713
CHEMBL4548268,CCCC(=O)c1c(O)cc(O)c(CC2=C(O)C(C)(C)C(O)=C(C(C)=O)C2=O)c1O,intermediate,1600.0,Neuraminidase,5.795880017344075
CHEMBL232265,CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NO,intermediate,2150.0,Neuraminidase,5.667561540084395
CHEMBL4442860,CCCC(=O)c1c(O)c(C=O)c(O)c(Cc2c(O)c(C=O)c(O)c(C(=O)CCC)c2O)c1O,intermediate,2500.0,Neuraminidase,5.6020599913279625
CHEMBL2049009,CCC(=Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO)CC,intermediate,2400.0,Neuraminidase,5.619788758288394
CHEMBL3330709,CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1O.[Na+],intermediate,3820.0,Neuraminidase,5.4179366370882915
CHEMBL2049011,CCC(CC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,intermediate,1600.0,Neuraminidase,5.795880017344075
CHEMBL465692,Cc1cc(C)nc(NC(=S)NC(=O)c2ccc(Cl)cc2F)n1,intermediate,1360.0,Neuraminidase,5.866461091629782
CHEMBL499951,COc1cc(Cl)nc(NC(=S)NC(=O)c2ccc(Cl)cc2F)n1,intermediate,5100.0,Neuraminidase,5.292429823902063
CHEMBL200663,CCOc1cc(C)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,intermediate,1650.0,Neuraminidase,5.782516055786093
CHEMBL4543729,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,intermediate,8490.0,Neuraminidase,5.071092309756048
CHEMBL611029,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,intermediate,8900.0,Neuraminidase,5.050609993355088
CHEMBL253570,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,intermediate,2600.0,Neuraminidase,5.585026652029182
CHEMBL4741643,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3cccc(C#N)c3)cc2)[C@H]1NC(C)=O,intermediate,3760.0,Neuraminidase,5.424812155072339
CHEMBL4777000,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccc(F)cc3)cc2)[C@H]1NC(C)=O,intermediate,1680.0,Neuraminidase,5.774690718274137
CHEMBL4845757,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCCC(C)C)[C@H]1NC(C)=O,intermediate,1533.0,Neuraminidase,5.814457845145625
